Unnamed: 0,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
580,Sweet Persimmon Fireside Cookies,,,,16,16 bares,"2 tazas de harina de todo uso, 1⁄2 taza de harina de pastel, 1 cucharadita de canela de tierra, 1 jengibre de tierra de cucharadita, 1⁄2 cucharadita de bicarbonato de sodio, 1⁄4 de cuchara de sal, 1⁄2 taza de mantequilla sin sal, 1 taza de azúcar blanca, 1 cucharada de limón zest, 2 persimmonas maduras, puré, 1 huevo, 1⁄4 taza de azúcar","Precaliente el horno a 375 grados F (190 grados C). Grasa una sartén de hornear de 9x13 pulgadas.
Sift juntos harina de todo uso, harina de pastel, canela, jengibre, soda de hornear y sal.
En un tazón mediano, mantequilla de crema, azúcar y cáscara de limón hasta que esté suave y suave. Blend en huevo y pulpa de persimmón y mezclar hasta que esté bien combinado.
Agitar gradualmente la mezcla de harina y mezclar hasta mezclar bien.
Vierta el bateador en la sartén preparada y se extendió uniformemente.
Hornea durante 25 minutos en el horno precalentado, hasta el marrón dorado. Quitar del horno y dejar enfriar. Cuando las barras son completamente frescas, el azúcar de los conserjes de sift sobre la parte superior y cortado en barras.",3.5,https://www.allrecipes.com/recipe/11479/sweet-persimmon-fireside-cookies/,/Desserts/Cookies/Bar Cookie Recipes/,"Total Fat 6g 8%, Saturated Fat 4g 19%, Cholesterol 27mg 9%, Sodium 81mg 4%, Total Carbohydrate 31g 11%, Dietary Fiber 1g 3%, Total Sugars 14g, Protein 3g, Vitamin C 3mg 13%, Calcium 9mg 1%, Iron 1mg 7%, Potassium 40mg 1%","Serviciones: 16, Rendimiento: 16 bares",https://www.allrecipes.com/thmb/Ew3mm_nbNBRRT-AuSncg-_p7Z4M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4109737-22ad673619a64b43a5feefc50ed6a21f.jpg
581,Pan de chocolate de plátano,15 minutos,1 hrs 10 min,1 hrs 35 mins,10,1 hoja de 9x5 pulgadas,"2 tazas de harina de todo uso, 1 cucharadita de polvo para hornear, 1 cucharadita de soda para hornear, 1 cucharadita de sal, 3 plátanos maduros, puré, 1 cucharada de leche, 1 cucharadita de canela de tierra, o para degustar, 1 taza de azúcar blanco, 1⁄2 taza de mantequilla, suavizado, 2 huevos grandes, 1 taza de patatas fritas de chocolate","Precaliente el horno a 325 grados F (165 grados C). Engrasar una sartén de 9x5 pulgadas, preferiblemente vidrio.
Mezclar harina, hornear polvo, hornear soda y sal en un tazón. Cortar plátanos, leche y canela en otro tazón. Batir el azúcar y la mantequilla en un tercer tazón con un mezclador eléctrico hasta que la luz y el fluffy; añadir huevos uno a la vez, golpear bien después de cada adición. Mezclar la mezcla de plátano en la mezcla de mantequilla; mezclar en la mezcla de harina hasta que se haya mezclado. Doble en chips de chocolate; verter el bateador en la sartén preparada.
Hornea en el horno precalentado hasta que un palillo insertado en el centro salga limpio, unos 70 minutos. Enfriar en la sartén durante 10 minutos antes de retirarse para enfriar completamente en un bastidor de alambre antes de cortar.











Mi Mess del Sur caliente",4.8,https://www.allrecipes.com/recipe/230482/banana-chocolate-chip-bread/,Recetas de pan rápido / Recetas de pan de frutas / pan de banano / recetas de pan de plátano,"Total Fat 16g 20%, Saturated Fat 9g 46%, Cholesterol 62mg 21%, Sodium 490mg 21%, Total Carbohydrate 58g 21%, Dietary Fiber 3g 10%, Total Sugars 34g, Protein 5g, Vitamin C 3mg 16%, Calcium 50mg 4%, Iron 2mg 11%, Potassium 235mg 5%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 1 hrs 10 minutos, Tiempo adicional: 10 minutos, Tiempo total: 1 hrs 35 minutos, Servings: 10, Yield: 1 9x5-inch loaf",https://www.allrecipes.com/thmb/pAg6CSU9hiqZSK-GQs4D4OqRoS4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4516795-2000-3f64bc4313a54d489a48ecf3fb007882.jpg
582,Joy's Easy Banana Bread,15 minutos,1 hrs,1 hrs 15 mins,10,1 hoja de 9x5 pulgadas,"3 bananas maduras, puré, 1 taza de azúcar blanca, 1 huevo, 1⁄4 taza de mantequilla derretida, 1⁄2 tazas de harina de todo uso, 1 cucharadita de bicarbonato de sodio, 1 cucharadita de sal","Precaliente el horno a 325 grados F (165 grados C). Consiga una sartén de 9x5 pulgadas.
Combine plátanos, azúcar, huevo y mantequilla juntos en un tazón. Mezcle la harina y hornear soda juntos en un tazón separado; revuelva en la mezcla de plátano hasta que el bateador esté mezclado. Cortar en sal; verter el bateador en la sartén preparada.
Hornea en el horno precalentado hasta que un palillo insertado en el centro del pan salga limpio, alrededor de 1 hora.











Dotdash Meredith Food Studios",4.8,https://www.allrecipes.com/recipe/241707/joys-easy-banana-bread/,Recetas de pan / pan rápido / Recetas de pan de frutas / pan de banana,"Total Fat 5g 7%, Saturated Fat 3g 16%, Cholesterol 31mg 10%, Sodium 399mg 17%, Total Carbohydrate 42g 15%, Dietary Fiber 1g 5%, Total Sugars 24g, Protein 3g, Vitamin C 3mg 16%, Calcium 9mg 1%, Iron 1mg 6%, Potassium 155mg 3%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 1 hrs, Tiempo total: 1 hrs 15 min, Servings: 10, Yield: 1 9x5-inch loaf",https://www.allrecipes.com/thmb/j7X-zgn5hOCJDqi21G0PHjZtPyQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/241707-joys-easy-banana-bread-mfs-287-a6d07a3519d74ba0b420fa5cbcef4909.jpg
583,Muffins de banana,10 minutos,25 minutos,35 minutos,12,12 magdalenas,"1 1⁄2 tazas de harina de todo uso, 1 cucharadita de polvo para hornear, 1 cucharadita de soda para hornear, 1⁄2 cucharadita de sal, 3 plátanos grandes, puré, 3⁄4 taza de azúcar blanca, 1 huevo, 1⁄3 taza de mantequilla, fundido","Precaliente el horno a 350 grados F (175 grados C). Engrasar una lata de muffin de 12 tazas o tazas de línea con revestimientos de papel. Harina de injerto, polvo de hornear, soda de hornear y sal juntos en un tazón; reserve.
Mezcle plátanos, azúcar, huevo y mantequilla fundida en un tazón grande separado hasta que esté bien combinado; pliegue en la mezcla de harina hasta que esté suave. Batter de cuchara en las tazas de muffin preparadas, llenando cada 2/3 lleno.
Hornea en el horno precalentado hasta que la parte superior vuelva cuando se presione ligeramente, unos 25 a 30 minutos. Enfriar brevemente en la estaño, luego transferir a un rack de alambre para enfriar completamente.











Dianne",4.8,https://www.allrecipes.com/recipe/42719/banana-muffins-ii/,Recetas/recetas de pan rápido/recetas de ataúdes/recetas de ataúd Banana/,"Total Fat 6g 7%, Saturated Fat 3g 17%, Cholesterol 29mg 10%, Sodium 275mg 12%, Total Carbohydrate 32g 12%, Dietary Fiber 1g 5%, Total Sugars 17g, Protein 3g, Vitamin C 3mg 15%, Calcium 25mg 2%, Iron 1mg 5%, Potassium 146mg 3%","Tiempo de preparación: 10 minutos, Tiempo de cocción: 25 minutos, Tiempo total: 35 minutos, Servings: 12, Yield: 12 magdalenas",https://www.allrecipes.com/thmb/20_0F0-0D8-GPFXQmzT28-He2O4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/42719-banana-muffins-dianne-1x1-1-793fa50915f646dca14efff860760200.jpg
584,Peanut Butter Banana Smoothie,5 minutos,,5 minutos,4,4 porciones,"2 plátanos, rotos en pedazos, 2 tazas de leche, 1⁄2 taza de mantequilla de maní, 2 cucharadas de miel, o al gusto, 2 tazas de hielo cubos","Colocar plátanos, leche, mantequilla de maní, miel y cubos de hielo en una licuadora; mezclar hasta que esté suave, unos 30 segundos.











Dotdash Meredith Food Studio",4.6,https://www.allrecipes.com/recipe/221261/peanut-butter-banana-smoothie/,/Bebidas Recetas/Recetas de sofoca/Banana/,"Total Fat 19g 24%, Saturated Fat 5g 25%, Cholesterol 10mg 3%, Sodium 203mg 9%, Total Carbohydrate 34g 12%, Dietary Fiber 4g 13%, Total Sugars 25g, Protein 13g, Vitamin C 5mg 27%, Calcium 164mg 13%, Iron 1mg 4%, Potassium 610mg 13%","Tiempo de preparación: 5 minutos, Tiempo total: 5 minutos, Serviciones: 4, Rendimiento: 4 porciones",https://www.allrecipes.com/thmb/Cb7TBQWwLHnWVmM2a69i4bJDh44=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/221261-Peanut-Butter-Banana-Smoothie-mfs-087-0ba0134f414c4741a1713fb35b619f7e.jpg
585,Janet es Rich Banana Bread,10 minutos,1 hrs,1 hrs 20 mins,10,1 hoja de 9x5 pulgadas,"1 taza de azúcar blanco, 1⁄2 taza de mantequilla, derretida, 2 huevos, 1 extracto de vainilla de cucharadita, 1 1⁄2 tazas de harina de todo uso, 1 cucharadita de bicarbonato de sodio, 1⁄2 cucharadita de sal, 1⁄2 taza de crema agria, 1⁄2 taza de nueces picadas, 2 bananas medias, rebanadas","Precaliente el horno a 350 grados F (175 grados C). Consiga una sartén de 9x5 pulgadas.
Azúcar y mantequilla fundida en un tazón grande. Añadir huevos y vainilla; mezclar bien. Combine la harina, la bicarbonato de soda y la sal; revuelva en la mezcla de mantequilla hasta que esté suave. Doblado en rodajas de plátano, crema agria y nueces; transfer en la sartén preparada.
Hornea en el horno precalentado hasta que un palillo insertado en el centro del pan salga limpio, alrededor de 1 hora. Cool loaf en la sartén durante 10 minutos antes de invertir en un rack de alambre para enfriar completamente.











FoodFun",4.8,https://www.allrecipes.com/recipe/17066/janets-rich-banana-bread/,Recetas de pan rápido / Recetas de pan de frutas / pan de banano / recetas de pan de pan de banana,"Total Fat 16g 20%, Saturated Fat 8g 39%, Cholesterol 30mg 10%, Sodium 295mg 13%, Total Carbohydrate 36g 13%, Dietary Fiber 1g 3%, Protein 3g, Vitamin C 0mg 1%, Calcium 25mg 2%, Iron 1mg 6%, Potassium 66mg 1%","Tiempo de preparación: 10 minutos, Tiempo de cocción: 1 hrs, Tiempo adicional: 10 minutos, Tiempo total: 1 hrs 20 minutos, Servings: 10, Yield: 1 9x5-inch loaf",https://www.allrecipes.com/thmb/xSzZXZa-O4S6fE4BdpzTIO8aHTw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/171761-32f2d2cf9fb64f0c839fa15b69672b0e.jpg
586,Bananas Foster,5 minutos,15 minutos,20 minutos,4,,"1⁄4 taza de mantequilla, 2⁄3 taza de azúcar marrón oscuro, 3 1⁄2 cucharadas de ron, 1 1⁄2 cucharaditas de extracto de vainilla, 1⁄2 cucharadita de canela de tierra, 3 plátanos, pelado y rebanado longitudinalmente y cruzado, 1⁄4 taza de nueces picadas gruesamente, 1 pinta de vainilla de hielo","Derretir la mantequilla en una sartén grande y profunda a fuego medio. Revuelva el azúcar marrón, el ron, la vainilla y la canela; cocine a fuego lento.
Colocar plátanos y nueces en la sartén. Cocinar hasta que los plátanos se hayan suavizado, de 1 a 2 minutos. Servir de inmediato sobre helado de vainilla.











Nickel",4.8,https://www.allrecipes.com/recipe/24705/bananas-foster-ii/,/Desserts/Fruit Desserts/Banana Dessert Recipes/,"Total Fat 24g 31%, Saturated Fat 12g 62%, Cholesterol 60mg 20%, Sodium 146mg 6%, Total Carbohydrate 73g 27%, Dietary Fiber 3g 12%, Total Sugars 61g, Protein 5g, Vitamin C 8mg 41%, Calcium 133mg 10%, Iron 1mg 4%, Potassium 537mg 11%","Tiempo de preparación: 5 minutos, Tiempo de cocción: 15 minutos, Tiempo total: 20 minutos, Servings: 4",https://www.allrecipes.com/thmb/TEWm8mn7zGVC_RFzme9bEntRbf0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1099911-075863dd3fa3418bb6d7fb5ed92cc9e3.jpg
587,Banana Cream Pie,15 minutos,25 minutos,1 hrs 40 mins,8,1 pastel de 9 pulgadas,"3⁄4 taza de azúcar blanco, 1⁄3 taza de harina de todo uso, 1⁄4 de cucharadita de sal, 2 tazas de leche, 3 yemas de huevo, batido, 2 cucharadas de mantequilla, 1 1⁄4 de cucharadita de extracto de vainilla, 1 (9 pulgadas) concha de pastelería horneada, refrigerado, 4 bananas, rebanada","Precaliente el horno a 350 grados F (175 grados C).
Combine azúcar, harina y sal en una cacerola. Poco a poco revuelva la leche. Cocinar, revolver constantemente, a fuego medio hasta que la mezcla hierva y espese. Continúe cocinando y revolviendo durante 2 minutos más, luego retírese del calor.
Coloque las yemas de huevo en un tazón medio; batir en una pequeña cantidad de la mezcla de leche caliente hasta que esté suave, luego batir gradualmente la mezcla de yema de huevo en la cacerola. Cocinar a fuego medio-bajo, revolviendo constantemente, durante 2 minutos más. Retire del calor y revuelva en mantequilla y vainilla.
Llenar concha de pastelería con plátanos rebanados; verter mezcla de pudding en la parte superior para cubrir.
Hornea en el horno precalentado hasta que se llenan, de 12 a 15 minutos. Tarta de 1 hora antes de servir.











ReneePaj",4.4,https://www.allrecipes.com/recipe/12151/banana-cream-pie-i/,/Desserts/Pies/Custard and Cream Pies/Banana Pie Recipes/,"Total Fat 11g 14%, Saturated Fat 5g 25%, Cholesterol 89mg 30%, Sodium 224mg 10%, Total Carbohydrate 47g 17%, Dietary Fiber 2g 6%, Total Sugars 30g, Protein 5g, Vitamin C 5mg 27%, Calcium 88mg 7%, Iron 1mg 5%, Potassium 335mg 7%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 25 minutos, Tiempo adicional: 1 hrs, Tiempo total: 1 hrs 40 minutos, Servings: 8, Yield: 1 pastel de 9 pulgadas",https://www.allrecipes.com/thmb/NwBpkbb07s3Gg1Vwkd32rIXObVQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3355919-banana-cream-pie-ReneePaj-1x1-1-7d2a3fe5bdde4e82a9eb21c2f2560a2e.jpg
588,Muffins de avena de banana,15 minutos,20 minutos,35 minutos,12,12 magdalenas,"1 1⁄2 tazas de harina de todo uso sin blanquear, 1 taza de avena enrollada, 1⁄2 taza de azúcar blanco, 2 cucharaditas de polvo de hornear, 1 cucharadita de bicarbonato de sodio, 1⁄2 cucharadita de sal, 1 huevo, 3⁄4 taza de leche, 1⁄3 taza de aceite vegetal, 1⁄2 cucharadita extracto de vainilla, 1 taza de plátanos","Precaliente el horno a 400 grados F (205 grados C). Línea una lata de muffin de 12 tazas con revestimientos de papel.
Combine la harina, la avena, el azúcar, el polvo de hornear, la soda y la sal en un tazón mediano; reserve.
Batir el huevo ligeramente en un tazón grande. Sumergir en leche, aceite y vainilla. Escalón en plátanos de puré. Agregue la mezcla de harina y revuelva hasta que se combine. Batter de cuchara en las tazas de muffin preparadas, llenando cada 3/4 lleno.
Hornea en el horno precalentado hasta que la parte superior vuelva cuando se presione ligeramente, de 18 a 20 minutos.











K",4.5,https://www.allrecipes.com/recipe/6714/banana-oat-muffins/,Recetas/recetas de pan rápido/recetas de ataúdes/recetas de ataúd Banana/,"Total Fat 8g 10%, Saturated Fat 1g 6%, Cholesterol 17mg 6%, Sodium 296mg 13%, Total Carbohydrate 30g 11%, Dietary Fiber 2g 6%, Total Sugars 12g, Protein 4g, Vitamin C 2mg 9%, Calcium 72mg 6%, Iron 1mg 7%, Potassium 137mg 3%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 20 minutos, Tiempo total: 35 minutos, Servings: 12, Yield: 12 magdalenas",https://www.allrecipes.com/thmb/ha78TqtiSBUzRFZn4FdH-WEXa-4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2193539_original-83a1c8821eac429992c15019e4febede.jpg
589,Extrema pan de nuez de plátano 'EBNB',15 minutos,1 hrs,1 hrs 50 mins,24,2 panes de 9x5 pulgadas,"2 tazas de harina de todo uso, 2 cucharaditas de bicarbonato de sodio, 1 cucharadita de sal, 2 tazas de azúcar blanco, 1 taza de mantequilla, suavizado, 2 tazas de puré de plátanos de sobreripe, 4 huevos grandes, batido, 1 taza de nueces picadas","Precaliente el horno a 350 grados F (175 grados C). Grasa y harina dos sartenes de 9x5 pulgadas.
Harina de injerto, bicarbonato de soda y sal en un tazón grande.
Crema azúcar y mantequilla juntos en un tazón separado. Cortar en plátanos, huevos y nueces hasta que estén bien mezclados.
Vierta ingredientes húmedos en la mezcla de harina y revuelva hasta que se mezcla. Divide el bateador uniformemente entre las dos cacerolas preparadas.
Hornear en el horno precalentado hasta que un cuchillo de perno insertado en la corona de cada hoja salga limpio, de 60 a 70 minutos.
Retira del horno y deja que los panes se enfríen en las sartenes por lo menos 5 minutos. Gire en un estante de refrigeración y déjese enfriar completamente, unos 30 minutos.
Slice y servir. Para un sabor más intenso, envuelve cada hoja en aluminio para mantener la humedad, y luego refrigera por al menos 2 horas antes de servir.











Josie Rivera-Abdo",4.7,https://www.allrecipes.com/recipe/67937/extreme-banana-nut-bread-ebnb/,Recetas de pan rápido / Recetas de pan de frutas / pan de banano / recetas de pan de pan de banana,"Total Fat 12g 15%, Saturated Fat 6g 28%, Cholesterol 51mg 17%, Sodium 268mg 12%, Total Carbohydrate 30g 11%, Dietary Fiber 1g 4%, Total Sugars 19g, Protein 3g, Vitamin C 2mg 9%, Calcium 14mg 1%, Iron 1mg 4%, Potassium 114mg 2%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 1 hrs, Tiempo adicional: 35 minutos, Tiempo total: 1 hrs 50 minutos, Servings: 24, Yield: 2 9x5 pulgadas panes",https://www.allrecipes.com/thmb/xIlCSStiKSHavN8i-N0yM5JgIDw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8002026-extreme-banana-nut-bread-ebnb-Josie-Rivera-Abdo-1x1-1-9583f881cc4a49c693494977f97022af.jpg
590,Muffins de Banana Ultimate,15 minutos,20 minutos,35 minutos,12,12 magdalenas,"1⁄2 tazas de harina de todo uso, 1 cucharadita de polvo de horneado, 1 cucharadita de bicarbonato de sodio, 1 cucharadita de canela de tierra, 1⁄2 cucharadita de sal, 1 pizca de nuez moscada, 3 plátanos (ripe o trabajo muy maduro mejor), 1⁄2 taza de azúcar blanca, 1⁄3 taza de mantequilla, fundido, 1⁄4 taza de huevo ligeramente empaquetado","Precaliente el horno a 350 grados F (175 grados C). Tranquilícese una lata de panecillos.
Harina de sift, polvo de hornear, soda de hornear, canela, sal y nuez moscada juntos en un tazón pequeño.
Mash plátanos en un tazón grande. Mezcla en azúcar blanca, mantequilla fundida, azúcar marrón, huevo y extracto de vainilla. Doble en la mezcla de harina hasta que se combine. Doble nueces en el bateador.
Divide el bateador uniformemente entre las tazas de magdalenas preparadas.
Hornea en el horno precalentado hasta que un palillo insertado en el centro salga limpio, unos 20 minutos.",4.9,https://www.allrecipes.com/recipe/257206/ultimate-banana-muffins/,Recetas/recetas de pan rápido/recetas de ataúdes/recetas de ataúd Banana/,"Total Fat 7g 9%, Saturated Fat 4g 18%, Cholesterol 29mg 10%, Sodium 286mg 12%, Total Carbohydrate 31g 11%, Dietary Fiber 2g 5%, Total Sugars 15g, Protein 3g, Vitamin C 3mg 13%, Calcium 37mg 3%, Iron 1mg 6%, Potassium 146mg 3%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 20 minutos, Tiempo total: 35 minutos, Servings: 12, Yield: 12 magdalenas",https://www.allrecipes.com/thmb/aMkYCpCXVPYGidG6VMCN8QspCcc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4479074-2c76713874dd47df9ba1726e9c39bc02.jpg
591,Muffins de migajas,15 minutos,20 minutos,35 minutos,10,10 magdalenas,"1 1⁄2 tazas de harina de todo uso, 1 cucharadita de bicarbonato de sodio, 1 cucharadita de polvo para hornear, 1⁄2 cucharadita de sal, 3 bananas, puré, 3⁄4 taza de azúcar blanca, 1⁄3 taza de mantequilla, derretida, 1 huevo, ligeramente batido","Precaliente el horno a 375 grados F (190 grados C). Ligeramente grasa o línea 10 tazas de muffin con los forros de papel.
Preparar muffins: Mezclar la harina, hornear soda, hornear polvo y sal juntos en un tazón grande.
Batir los plátanos, el azúcar blanco, la mantequilla fundida y el huevo juntos en un tazón separado; mezclar la mezcla de plátano en la mezcla de harina hasta que se combine. Batter de cuchara en tazas de muffin preparadas, llenando cada una de 3/4 llenas.
Preparar topping crumb: Mezclar el azúcar moreno, la harina y la canela en un tazón pequeño. Usar un tenedor para mezclar en 1 cucharada de mantequilla hasta que la mezcla sea crumbly; rociar topping sobre muffins.
Hornea en el horno precalentado hasta que un palillo insertado en el centro salga limpio, de 18 a 20 minutos.











TTV78",4.8,https://www.allrecipes.com/recipe/17652/banana-crumb-muffins/,Recetas/recetas de pan rápido/recetas de ataúdes/recetas de ataúd Banana/,"Total Fat 8g 10%, Saturated Fat 5g 24%, Cholesterol 38mg 13%, Sodium 353mg 15%, Total Carbohydrate 46g 17%, Dietary Fiber 2g 5%, Total Sugars 27g, Protein 3g, Vitamin C 3mg 16%, Calcium 43mg 3%, Iron 1mg 7%, Potassium 168mg 4%","Tiempo de preparación: 15 minutos, Tiempo de cocción: 20 minutos, Tiempo total: 35 minutos, Servings: 10, Yield: 10 magdalenas",https://www.allrecipes.com/thmb/lDxZD2j8Iak8JxA9lguRQBdQ9gw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/428420-a3ee2761fbb44708ae192f04a3589400.jpg
