meal_type,taste_profile,served_temperature,season,difficulty,main_ingredients,characteristics,semantic_summary,recipe_id,recipe_name
postre,dulce,"['warm', 'room temperature']",all seasons,mediano,"granada, limón, pera, pectina, canela, clavos, almizcle, nuez moscada, azúcar, mantequilla","conservas, jalea","Esta receta describe el proceso de hacer mermelada de pera, que es un postre dulce que normalmente se sirve caliente o a temperatura ambiente.",347,Pear Jam
bebidas,"agrio, dulce",frío,verano,fácil,"pepino, limón, agua, azúcar blanca",refrescante,"La limonada de pepino es una bebida sencilla y refrescante hecha con pepino, limón, agua y azúcar blanca, servido en frío.",348,Refrescante Cucumber Lemonade
aperitivo,Savory,cálido,all seasons,fácil,"flounder, pan crumb, vegetable oil, huevo","air fried, crumbed","Esta receta describe un platillo fácil de aperitivos elaborado por filetes de bata transpirantes de aire recubiertos en una mezcla de migajas de pan y huevo, sazonado con aceite vegetal. Normalmente se sirve caliente y se puede disfrutar durante todo el año.",349,Pescado agrietado por aire
postre,dulce,habitación temperatura,"verano, otoño",fácil,"melocotones, harina, azúcar morena, mantequilla, canela, sal, avena","nítida, marrón dorado","Un postre crujiente de melocotón simple hecho con melocotones frescos, harina, azúcar morena, mantequilla, canela, sal y avena, horneado hasta dorado y crujiente.",350,Mami Peach Crisp
postre,dulce,cálido,"verano, otoño",mediano,"melocotón, pasta, huevo, melocotones, azúcar, harina, canela, nuez moscada, sal, mantequilla","dos costras, relleno de melocotón, horno horneado","Esta receta describe un pastel de durazno clásico hecho con dos costras, con melocotones frescos, azúcar y especias, horneado en un horno caliente.",351,Peach Pie the Old Fashioned Two Crust Way
postre,dulce,cálido,verano,fácil,"melocotones, mezcla de pastel amarillo, mantequilla, canela",nan,"Peach Dump El pastel es un postre cálido y dulce hecho con melocotones enlatados, mezcla de pasteles, mantequilla y canela, horneado en un plato de 9x13 pulgadas.",352,Peach Dump Cake
postre,dulce,habitación temperatura,verano,fácil,"melocotones, corteza adoquinada",preparación rápida y fácil,"Este cobbler de melocotón rápido y fácil es un postre que combina los melocotones dulces con una corteza sencilla y autoincrustante, perfecta para el disfrute del verano.",353,Quick and Easy Peach Cobbler
bebida,dulce,frío,all seasons,fácil,"fresas, melocotones, plátano, hielo, jugo de mango de naranja",nan,"Un batido básico de fruta hecho con frutas mezcladas, hielo y una mezcla de jugo, servido frío.",354,Basic Fruit Smoothie
postre,dulce,habitación temperatura,verano,mediano,"melocotones, corteza adoquinada, acortamiento, huevo, almidón de maíz, canela, nuez moscada, jugo de naranja, jugo de limón","lattice topping, relleno de melocotón","Un viejo platillo de melocotón de moda, un postre con una corteza de adoquinería cubierta con remolacha llena de dulces melocotones, jugo de naranja y jugo de limón, cocinado a temperatura ambiente.",355,Old Fashioned Peach Cobbler
postre,dulce,cálido,verano,fácil,"melocotones, galletas",cobbler,"Este clásico bisquick peach cobbler es un postre cálido hecho con melocotones frescos y mezcla de galletas, con un sabor dulce y reconfortante.",356,Classic Bisquick Peach Cobbler
postre,dulce,cálido,all seasons,fácil,"melocotones, mezcla de pastel amarillo, mantequilla",nan,"Un simple pastel de postre hecho con melocotones, mezcla de pasteles y mantequilla fundida, horneado hasta dorado.",357,3-Ingredient Cake Mix Cobbler
postre,dulce,cálido,nan,fácil,"melocotones, nectarinas, arándanos, fresas, frambuesas, moras","a base de frutas, estilo cobbler","Un postre fácil de hacer con una batuta hecha de harina, azúcar y leche, rematada con frutas frescas rebanadas como melocotones, nectarinas o bayas, horneado hasta bubbly y servido caliente.",358,Cobbler de frutas de bateador fácil
postre,dulce,cálido,verano,fácil,"melocotones, azúcar, pectina",preserves,"Esta receta describe el proceso de hacer conservas de melocotón, un postre dulce elaborado a partir de melocotones triturados, azúcar y pictina, típicamente servido caliente como una extensión o topping.",359,Peach Preserves
postre,dulce,frío,verano,fácil,"melocotones, crema, leche condensada endulzada, leche evaporada",nan,"Georgia Peach La crema de hielo casera es un postre refrescante hecho de melocotones frescos, crema, leche condensada y leche evaporada, servido en frío.",360,Georgia Peach Crema de hielo casera
postre,dulce,habitación temperatura,verano,fácil,"melocotones, harina, leche, azúcar, mantequilla",cobbler,"Este platillo fácil de melocotón es un postre hecho con melocotones, harina, leche, azúcar y mantequilla, horneado en un plato caliente de temperatura ambiente.",361,Easy Peach Cobbler
postre,dulce,habitación temperatura,all seasons,fácil,"melocotón, magdalena",nan,Esta receta describe un postre sencillo de magdalenas de melocotón que se puede disfrutar durante todo el año.,362,Peach Muffins
postre,dulce,cálido,verano,mediano,"corteza de melocotón, melocotones congelados, azúcar blanca, almidón de maíz, huevo, azúcar espumoso","contiene ingredientes congelados, requiere hornear","Esta receta describe un pastel de melocotón de postre hecho con melocotones congelados, con un relleno dulce y una temperatura de servicio caliente.",363,Peach Pie con duraznos congelados
postre,dulce,habitación temperatura,verano,mediano,"melocotones, queso crema, mezcla de vainilla, harina, mantequilla, huevo, leche, azúcar, canela","profundo, dorado","Este galardonado melocotón y pastel de crema es un postre con sabores dulces y una estructura de color profundo. Está preparado con un relleno cremoso y una corteza crumbly, haciéndolo perfecto para el disfrute del verano.",364,Premio Peaches ganadores y Pie de crema
postre,dulce,frío,verano,fácil,"melocotones, crema pesada","jarabe, absorción de sabor de melocotón","Esta receta de postre implica melocotones y crema pesada, cocinada en un jarabe para crear una combinación dulce y sabrosa que se sirve frío y refrigerado por al menos 3 horas.",365,"Dolores y Crema, Literalmente"
postre,dulce,cálido,otoño,mediano,"melocotones, azúcar, vinagre, clavos, canela",trineo,"Esta receta describe un postre encurtido elaborado con ingredientes de estilo sur, con melocotones endulzados conservados en una mezcla de azúcar, vinagre y especias, típicamente disfrutados como un dulce caliente durante el otoño.",366,Melocotones del sur de Nana
postre,dulce,cálido,"verano, otoño",fácil,"melocotones, arándanos, avena, almendras, canela, nuez moscada, mantequilla","topping crudo, relleno de fruta","Un postre compuesto por melocotones y arándanos cubiertos con una mezcla de avena crumbly, perfecto para verano y otoño.",367,Blueberry y Peach Crisp
postre,dulce,cálido,verano,fácil,"melocotones enlatados, harina, azúcar, mantequilla sin sal, nueces","cobbler, topping","Esta receta de melocotón fácil combina melocotones enlatados con una corteza ahumada hecha de harina, azúcar y mantequilla, rematada con pecanes, para un postre cálido que es perfecto para el verano.",368,Easy Peach Cobbler con melocotones enlatados
postre,dulce,cálido,all seasons,fácil,"melocotones, harina, baking polvo, azúcar, leche, mantequilla",no stirring before baking,"Un cobbler de fruta fácil hecho con melocotones frescos, harina, polvo de horneado, azúcar, leche y mantequilla. Se hornea sin mover la fruta encima de la masa.",369,Easy Fruit Cobbler
postre,dulce,cálido,verano,mediano,"melocotones, mantequilla, azúcar blanco, azúcar morena, almidón de maíz, extracto de vainilla, canela, nuez moscada, sal, masa de galletas","cobbler, saboreado con especias","Butter Biscuit Peach Cobbler es un postre caliente hecho con melocotones, varios azúcares, especias y masa de galletas. Está preparado simmering melocotones con azúcar, especias y almidón de maíz, luego combinando con galletas y horneados.",370,Butter Biscuit Peach Cobbler
postre,dulce,cálido,verano,fácil,"melocotones, mezcla de pasteles, queso crema, mantequilla",nan,"Un cobbler fácil de melocotón hecho con melocotones frescos, mezcla de pasteles, queso crema y mantequilla, servido caliente.",371,Cobbler fácil de melocotón con mezcla de pastel
postre,dulce,habitación temperatura,verano,mediano,"melocotón, pastel","pastel de libra, melocotones picados","Un pastel de libra sabor a durazno horneado en una cacerola de tubo, normalmente servido como postre durante el verano.",372,Ga GA Peach Cake
bebidas,"dulce, amargo",frío,verano,fácil,"vino moscato, soda de limón, brandy, schnapps, melocotones, fresas, mangos, piña, frambuesas","cóctel a base de frutas, refrescante bebida","Una refrescante sangría de melocotón blanco hecha con vino moscato, soda de limón, brandy, cinceladas de melocotón y varias frutas frescas.",373,White Peachy Sangria
postre,dulce,cálido,verano,fácil,"melocotones, adoquines",cobbler con melocotones,"Un adoquinero sur hecho con melocotones en jarabe ligero, azúcar, harina y leche, horneado en un plato profundo de horneado.",374,Southern Peach Cobbler
postre,dulce,frío,verano,fácil,"melocotón, helado",nan,"Esta receta describe un postre hecho con melocotones y helados, probablemente para el consumo de verano.",375,Crema de hielo de melocotón
postre,dulce,cálido,verano,mediano,"melocotones, avena, harina, mantequilla, azúcar, leche","cobbler, crujiente, horneado","Esta receta describe un calentador de postres dulce y caliente elaborado con melocotones frescos, avena, harina, mantequilla, azúcar y leche. Se hornea y se sirve crujiente.",376,Crisp Peach Cobbler
postre,dulce,cálido,verano,fácil,"melocotones, azúcar morena, mantequilla, canela, helado de vainilla",horneado,"Esta receta consiste en hornear melocotones con una mezcla dulce y aromática de azúcar morena, mantequilla y canela, y luego servirlos con helado de vainilla.",377,Melocotones horneados 'n crema
postre,dulce,cálido,"verano, otoño",fácil,"melocotones, moras, harina, leche","cobbler, fruta","Un calentador de melocotón y arándanos hecho con frutas frescas, harina y leche, horneado en un plato de horneado de vidrio de 9x13 pulgadas.",378,Peach y Blackberry Cobbler
postre,dulce,cálido,verano,fácil,"melocotones, azúcar, almidón de maíz, tapioca, nuez moscada","congelador, rápido","Esta receta describe un relleno de melocotón congelador que combina melocotones frescos con edulcorantes y almidones, congelado y listo para ser utilizado en una corteza de tarta cuando sea necesario.",379,Freezer Peach Pie Filling
bebida,dulce,frío,all seasons,fácil,"melocotones, plátanos, yogur, jugo de naranja",smoothie,"Un batido de plátano de durazno hecho con yogur, melocotones, plátanos, jugo de naranja y hielo.",380,Peach Banana Smoothie
postre,dulce,habitación temperatura,all seasons,fácil,"melocotón, pastel, pecan","frutas, nueces","Esta es una receta de pastel de durazno simple con pecanes, hecha en una sartén de 9x13 pulgadas y horneado a 375 grados F (190 grados C) durante 50 minutos.",381,Peach Cake II
postre,dulce,habitación temperatura,all seasons,mediano,"melocotón, pastel",upsidedown cake,"Una tarta boca abajo hecha con melocotones, mantequilla, azúcar, huevos, harina y leche, horneado en una sartén cuadrado de 8 pulgadas.",382,Peach Upside Down Cake I
postre,dulce,habitación temperatura,"verano, otoño",fácil,"melocotones, harina, azúcar, mantequilla, pastelería","crumbly, layered, topped with lattice","Un pastel de melocotón hecho con melocotones frescos, harina, azúcar, mantequilla y pastelería. Se hornea a temperatura ambiente y se puede disfrutar durante las temporadas de verano y otoño. El pastel tiene una textura crumbly y está rematado con tiras de celo.",383,Peach Pie
postre,dulce,cálido,verano,fácil,"melocotones, mantequilla, canela, nuez moscada, leche, azúcar blanco, harina, polvo de hornear, sal","cobbler, plato con capas","Un calentador de melocotón caliente y dulce hecho con una capa de melocotones rebanados, una bata cremosa y un topping crujiente, perfecto para el verano.",384,Mejor Peach Cobbler Ever
postre,dulce,cálido,verano,fácil,"melocotón, adoquin","cobbler, canned peaches, margarine","Un postre caluroso de melocotón hecho con melocotones enlatados, margarina, y un dulce topping basado en la harina.",385,Peach Cobbler VI
postre,dulce,cálido,verano,fácil,"melocotones, canela, azúcar blanco, mezcla de pastel amarillo, margarina",nan,"Un cobbler de melocotón fácil hecho con melocotones enlatados, mezcla de pasteles y margarina, con un postre dulce y cálido.",386,Easy Stovetop Peach Cobbler
postre,dulce,cálido,verano,fácil,"melocotones, pastelería","única corteza, horneado","Esta receta describe un simple pastel de melocotón con una sola corteza, hecha con melocotones frescos, azúcar, mantequilla, harina y nuez moscada. Se hornea a una temperatura moderada y se sirve caliente.",387,Pie de melocotón
postre,dulce,caliente,verano,mediano,"melocotones, adoquines, azúcar, almidón de maíz, canela, harina, polvo de hornear, acortamiento, leche","cocina con melocotones, topping con harina y acortamiento, horneado en horno","Esta receta describe un postre cálido y dulce elaborado con melocotones frescos, con una base de adoquines recubierto con una harina y mezcla de acortar, cocinado en el horno.",388,Fresco Peach Cobbler I
